userName,score,at,content
Nah Mainah,5,2022-10-13 01:41:29,Bagus
asmara radi Asmara,4,2022-10-13 01:19:31,Cek
Rangga GM,5,2022-10-13 00:59:43,Good
Febriyanti Awaliyah,5,2022-10-12 17:41:17,Good job
Hendri Andriana,5,2022-10-12 14:37:26,Ok lah
Idris Hatomi,5,2022-10-12 14:04:36,Good job
Along Long,5,2022-10-12 13:06:03,mantqp👍🏻
Agus Syukur,5,2022-10-12 12:27:26,Mantap
Ismiatun Najah,5,2022-10-12 11:55:42,Mantap
I Wayan Toyadi B.,5,2022-10-12 11:53:09,Mantap bisa tahu yang telpon kita
Mas Koko,5,2022-10-12 10:43:26,Sangat membantu dan semoga semakin lebih baik lagi..
ahmad suyanto,5,2022-10-12 09:43:53,Sangat terbantu dengan truecaller untuk identifikasi telp yg idak dikenal
Achmad Nurjaman,5,2022-10-12 08:15:01,"Mantul, mantaaf betul"
Pras Setya,4,2022-10-12 08:08:47,tolong di perbaruhi lokasi lacak buat anak gak bisa cuma lok.titik saya saja
Jimmy Leo,5,2022-10-12 06:09:21,"Mantap, keren,amazing.."
yoga sagew,5,2022-10-12 04:26:46,nice
Mat Bewox,5,2022-10-12 04:10:20,Mantap...trimakasih
Muhammad Rizqi,5,2022-10-12 04:10:18,Kereen
kang david,5,2022-10-12 04:06:42,Kerenlah pokonya
Rizka Fitriana,4,2022-10-12 04:04:16,Semoga baikp
Feri firmans,1,2022-10-12 03:38:30,"Aplikasi TDK berguna, saya download TDK bisa"" sangat kecewa sekali"
muhammad santosa,5,2022-10-12 02:12:57,Mantap..
syahrul toyota,5,2022-10-12 01:55:52,Good
King Ottoman,5,2022-10-12 01:10:10,Top
Wong Deso,4,2022-10-11 13:20:56,Good
Galih P.Ningrum,5,2022-10-11 10:52:44,Puaass..😊
ita ans,5,2022-10-11 10:35:20,Saya suka
Dimmank Adho,5,2022-10-11 09:38:07,Ok
Prihantoro Wisnumurti,5,2022-10-11 08:36:21,Bagus
Rey Property,5,2022-10-11 08:21:44,Keren
Rio Anggara,5,2022-10-11 08:16:57,Keren
CHL CREPES Cigugur,5,2022-10-11 07:47:10,Bagus bisa bantu untuk info
darudyo haryo,5,2022-10-11 06:55:57,Sangat membantu jika ada panggilan spam..
eko suryadi,1,2022-10-11 06:51:22,Berat....
Edy Irawan,5,2022-10-11 06:39:46,Good job
OPI WRJ13,5,2022-10-11 05:37:47,"Enak lebih privat dan nyaman. Aplikasi paling pintar , aku suka sekali"
Nida Nida,4,2022-10-11 04:55:12,Sangatmembantu
Eko marhaendianto,5,2022-10-11 03:52:05,2024 gantian
Pekho Stones,5,2022-10-11 03:12:58,Very good
Fitri Anita,5,2022-10-11 03:00:49,Sangat bgs
dharma budhy,5,2022-10-11 01:03:33,Bagus dan nyaman sama si pemakai lbh aman
awal dj,5,2022-10-11 00:38:57,Mantappp
Renita Nurmala,5,2022-10-10 16:44:54,Hidup dalam mujizat Allah 🥰🥰
Arianto Baso,5,2022-10-10 12:50:50,Good app 👍
Asmin Botak,5,2022-10-10 12:33:22,Sangat membantu
Vero Sukendar Lie,5,2022-10-10 12:27:16,Samgat membantu
Maid Chan,1,2022-10-10 12:03:49,Karena namanya get contak saya kira udah update logo ternyata malah apk lain tolong lah namanya jangan di samain
muhamad nasrullah,5,2022-10-10 11:44:42,👍👍
Weru's videos,5,2022-10-10 11:27:49,Bagus bagus
Dimas Ayahh,5,2022-10-10 11:23:50,Mantap
PLAYER,1,2022-10-10 11:16:53,Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝Ą̴̻̙͙̔͂͌̀͂M̶̹͕̗̙͙͖͙͇͒͜ͅĖ̵̞͙̻̦̮̜̻̑ͅͅǸ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝Ą̴̻̙͙̔͂͌̀͂M̶̹͕̗̙͙͖͙͇͒͜ͅĖ̵̞͙̻̦̮̜̻̑ͅͅǸ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝Ą̴̻̙͙̔͂͌̀͂M̶̹͕̗̙͙͖͙͇͒͜ͅĖ̵̞͙̻̦̮̜̻̑ͅͅǸ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝Ą̴̻̙͙̔͂͌̀͂M̶̹͕̗̙͙͖͙͇͒͜ͅĖ̵̞͙̻̦̮̜̻̑ͅͅǸ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝Ą̴̻̙͙̔͂͌̀͂M̶̹͕̗̙͙͖͙͇͒͜ͅĖ̵̞͙̻̦̮̜̻̑ͅͅǸ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝O̴͓̦̙̟̒͑̔̈́̏̊̓͝ Ǹ̸̡̙͙̭̯͉̣̩̺̋̐͐̒̾͝A̴̻̙̔͂͌̀͂
Rahmat Yulianto,5,2022-10-10 10:01:42,Mantap
Inas Punyagw,1,2022-10-10 09:40:49,Hooh tenan
Sigit Setiawan,5,2022-10-10 09:21:15,Goodjob👍🏻
Candra Pranata,5,2022-10-10 08:37:58,Jos
Aji Saputra,5,2022-10-10 08:30:41,Bagussss mntappp
Aryoko Manunggal,5,2022-10-10 06:24:35,Luar biasa
Agus Kojo,5,2022-10-10 05:44:51,Oke
Dia Akil,5,2022-10-10 05:33:33,Bagus
Ricky Wiranata,5,2022-10-10 04:16:06,Sangat membantu
Wisnu Armananto,5,2022-10-10 03:29:10,Sangat membantu mengidentifikasi penelepon dr nomor tdk dikenal
0 7,5,2022-10-10 03:09:01,Mantab
Gigih Sambodo,5,2022-10-10 02:36:00,Ok deh
Hamid Mid,5,2022-10-09 22:40:54,Mantap ok banget
Hady PRM,5,2022-10-09 18:56:53,Krennn👌
Jefri Lintau,5,2022-10-09 15:01:33,Oke
Rha hayu,5,2022-10-09 14:51:00,Good job
N.R.T 20.21,1,2022-10-09 13:20:05,tidak bisa digunakan untuk melacak
Healing Klepon,5,2022-10-09 12:05:45,Lumayan
Vj Bams,1,2022-10-09 09:31:51,"Tanpa konfirmasi pembayaran perpanjang,, tiba"" langsung potong dana 😭 harusnya ada konfirmasi dulu.."
Joko Susanto,1,2022-10-09 08:45:48,App asuuu
Zhon Hafiz,5,2022-10-09 08:03:21,Good
Syamsuri Osaman Syamsuri,5,2022-10-09 05:24:27,Mantap
Frita Yennisa,3,2022-10-09 04:10:06,Bagaimana cara berhentiin langganan per bulannya?
David Simanjuntak,5,2022-10-09 04:01:54,Mantap
Donny F C Roberth,5,2022-10-09 03:50:08,Puas
Azzahra Zahra,5,2022-10-09 03:39:33,ok
dani a,1,2022-10-09 03:29:53,Mengapa tidak bisa di hapus dari hp?
Motterieki Saja,5,2022-10-09 03:17:10,Mantapp..Sangat membantu sekali.
Kemal,5,2022-10-09 01:40:54,Very helpfull
Echy Fauziah,1,2022-10-09 01:10:57,Saya gak bisa login sama sekali. Gak ada verifikasi tlp atau SMS kaya dulu. Saya sudah ubah pengaturan tp tetep gak bisa. Dan lagi harus nunggu 17 jam lebih untuk login ulang. Ini maksudnya apa sih
bambang setyoko,5,2022-10-09 00:25:45,Nilai A
Sae Dewa,5,2022-10-09 00:04:14,Good
Sudarmo Sis,5,2022-10-08 16:27:16,Tolong saya suka aplikasi ini...yg penting kalau ada tlp tdk di kenal masuk langsung block aja...😊
Rully Nere,5,2022-10-08 14:17:21,App penangkal tagihan pinjol..🤣🤣🤣🤣sangat membantu.
Dika Bratayuda,4,2022-10-08 10:18:59,Terima kasih dengan adanya truecaller saya jadi merasa terbantu mendeteksi no tlp yg misterius...truecaller moga kedepan nya menampilkan pitur2 yg lebih canggih lg salam sukses buat truecaller terima kasih.
rochman Nurochman,5,2022-10-08 07:02:32,Aplikasi yang sangat membantu sy dr tlpon no2 yg gk jelas..
Rahadian Syarif,5,2022-10-08 05:47:09,Sangat membantu blokir nomor tidak terdaftar
Iin Indrastuti,5,2022-10-08 05:43:26,Sejauh ini sangat membantu 👍
Wiwin Katapang,5,2022-10-08 05:41:03,Sangat mmbantu skli
Mhaz Imam,5,2022-10-08 05:37:52,Bagus aplikasinya
Eko Sujatmo,5,2022-10-08 05:04:15,Tjanggih
Dwi Hendri,5,2022-10-08 03:37:57,Aplikasi bagusss bgt
Usni Sigalingging,5,2022-10-08 03:27:39,bagus
dedy agus priyatno kurniawan,5,2022-10-08 02:19:29,Sangat membantu saya utk membatasi telpon yg masuk yg kurang kita kehendaki
Febby Nugraha,5,2022-10-08 02:08:20,"Keren , sangat berguna bwt BUSINES"
Widy Astuti,5,2022-10-08 01:23:50,Terimakasih truecaller
Randi dastan,5,2022-10-08 00:04:07,Andi basri
Hadianor jenebora,5,2022-10-07 14:17:19,Fungsi
iwan sutiawan,1,2022-10-07 10:59:45,aplikasi apaan ini. jauh nya cuman 1 meter.2 masa rute nya ke kalimantan udah berapa nomor saya coba. hasi tujuan nya tetep aja sama kalimanta. lebih baik jangan d instal deh hanya buang2 wku saja. apl nya gk jelas.
Jibril Renang guyur r,5,2022-10-07 10:56:08,Mantab
Dwi Haryadi,5,2022-10-07 10:20:11,Akurat..mantafs...
Lakaru,5,2022-10-07 09:06:43,Mantapplpppp
Yusuf Maulana,5,2022-10-07 08:39:57,Sangat membantu sekali
Asep Souza,5,2022-10-07 08:20:32,Ok
Lisda Simamora,5,2022-10-07 06:29:03,Bagusss
inoy april,5,2022-10-07 06:11:33,Ok sangat berguna
A.N Garut`,5,2022-10-07 05:37:27,Mantap
Danang Yonzi,5,2022-10-07 05:01:04,Lumayan membantu
Idris Prtama,4,2022-10-07 04:40:19,Ok
Rinaldo Hadi,5,2022-10-07 03:38:39,Sangat membantu
Achmad Mulyadi,5,2022-10-07 03:21:12,Sangat Membantu mem blokir nomer yg TDK di kenal
Kiki Ratnasari,5,2022-10-07 02:22:20,Bagus 👍👌
Fajar Yuliapratama,5,2022-10-07 02:14:01,Mantap
zamroni abiiyy,5,2022-10-07 02:09:59,Sangat membantu identifikasi nomer asing
Joey Thankink,5,2022-10-07 01:43:31,Mantap
Herlambang Ivan99,5,2022-10-07 01:20:39,Bisa di andalkan
Gibran Alghifari,5,2022-10-07 00:55:08,Good
Nayya Fathiyyaturahma,5,2022-10-06 19:20:20,Mantap
pagaruyung pgr,5,2022-10-06 17:50:08,Baru di coba jaringan nya
Adam Suparman,5,2022-10-06 16:51:30,Sya ingin mnjadi penolong buat orang lain.
Anisa Auliani,5,2022-10-06 16:43:45,Good apk
Khoir Sagala,5,2022-10-06 13:51:23,"Mantap aplikasi nya,,👍👍👍👍👍"
Mas Otong,5,2022-10-06 13:08:20,Pokoke mntp2 lah good the for yau
Adi Raimon,5,2022-10-06 12:47:48,Mantap....
Mift channel,5,2022-10-06 10:49:15,Sangat bagus
nurhadi suprapto,5,2022-10-06 10:00:45,"Mantap dah...otomatis ter blok sendiri,jd ga terganggu aktivitas kita nya"
Jujun Junaedi,5,2022-10-06 09:18:24,"Saya suka aplikasi truecaller . Tapi tolong dong di perbaiki lagi supaya panggilan terblokir tidak pernah bisa menelpon kembali agar tidak mengganggu jaringan data atau wifi . Dan 1 lagi lebih bagus jika tampilan rinci dari nomor penelpon di simpan di urutan teratas, jadi saat ingin memblokir tidak perlu repot scroll ke bawah lagi. Terimakasih truecaller"
Alex Suripatty,5,2022-10-06 09:14:08,Mantul
kholilur rohman,5,2022-10-06 08:47:25,Apk keren.... mantaplah
Mohammad Bonny,5,2022-10-06 08:44:24,Good
Rezka Kurniawan Official,5,2022-10-06 08:37:11,"Apk mantap, sangat membantu sekali"
miftahul huda,5,2022-10-06 08:21:20,Sangat membantu
Barkah Ganteng,4,2022-10-06 08:02:48,Maksih aplikasi nya sangat bagus
MenDoL Zaen,5,2022-10-06 07:53:11,Josss
Adam Anugrah Putra,5,2022-10-06 07:48:55,Bagus
Budi erje,5,2022-10-06 07:35:30,Ini sangat membantu broo...mantaf
Siti Uripah,5,2022-10-06 07:25:51,Membantu sekali
Andri Hermansyah,5,2022-10-06 07:06:37,"Membantu, good app"
Utjuk Setazani,5,2022-10-06 06:46:44,Ok
Eko BJ,5,2022-10-06 06:21:49,"Langsung keluar nama pemilik no hp sehingga tingal simpan, dan meringankan."
ismed satrio,5,2022-10-06 05:54:31,Mantep
Mulish Aqmar,5,2022-10-06 04:25:40,Membantu sangat.
Muhamad Fauzi,5,2022-10-06 04:23:20,Good
Mustafa Sitepu,5,2022-10-06 04:09:44,Ok
coki_ gaming,4,2022-10-06 03:56:49,4 dulu ya
Asep Siliwangi,4,2022-10-06 03:34:50,"Sy coba dulu klu bisa dikasih bintang 5,.."
Sinar Aslan,5,2022-10-06 03:34:43,aplikasi yg sangat membantu
Fauzan Ardani,5,2022-10-06 03:03:45,Good sekali...kalo bisa harga nya di pres lgi min..hehe
Nasilah Putri,5,2022-10-06 02:44:09,Baik
Ansar Risky,3,2022-10-06 02:38:20,Ngelacak nomor yg muncul indonesia
YKurnia,5,2022-10-06 02:24:07,"Okay,, good...."
Agus Nurdiansyah,5,2022-10-06 01:37:52,Bagus
Sulthan Keren,5,2022-10-06 01:35:45,Mantap
Adi parniadi,5,2022-10-06 01:08:50,Sangat bagus untuk membantu nomer yg gak di kenal masuk.
Sulaiman Harahap,4,2022-10-06 01:05:40,Mantap👍
Hendra Wan,5,2022-10-05 17:48:02,Ok
denet denet,5,2022-10-05 17:05:58,Bagus
Neng Tyas,5,2022-10-05 13:21:45,Mantap
Een,5,2022-10-05 12:52:26,Ok
Chandra Prastiyo,5,2022-10-05 11:29:38,Sangat membantu di saat banyak nomor yang tidak jelas mengganggu...mantaaappp
gondo ruslan,5,2022-10-05 10:39:07,Bagus bisa mengetahui nama yang nelepon
Falco Husaiman,5,2022-10-05 10:31:09,Bagus
didin electrical,5,2022-10-05 09:24:35,"UI mudah dipakai dan dipahami, good lah"
SamMM,5,2022-10-05 09:09:43,Sangat berguna
Hartono Gustom,5,2022-10-05 08:53:53,aplikasi Danciuuuuuuuk
Nennifebri Yanti00,5,2022-10-05 07:06:35,Alhamdulillah.. Sangat membantu..
Ferry Ferry,5,2022-10-05 04:51:02,Sangat membantu
Putri Diana,1,2022-10-05 04:48:16,"Kenapa tidak bisa daftar ya?? Nama tidak valid terus, coba lewat gugel ga bisa, ketik sendiri ga bisa. Terus gmn mau coba aplikasinya"
Choirully Rusyanto,5,2022-10-05 04:44:43,Jos
Thoriq ar-rizky,5,2022-10-05 04:29:03,Sangat membantu
Hendra Sheza,5,2022-10-05 03:20:50,Good
Jhon Nett,5,2022-10-05 03:03:40,Lebih di tingkatkan lagi
riska ayu,5,2022-10-05 02:35:20,Mantap
Wira Hadi,5,2022-10-05 02:13:05,"Sangat berguna dan saya jadi tau no"" yang spam"
Eko Widodo,5,2022-10-05 02:12:53,Baguss
Romi Taptajani,5,2022-10-05 02:01:51,Top
Randi Erlando,3,2022-10-05 02:01:13,Mantapppp
Dedi Setia,5,2022-10-05 01:42:37,Berfungsi
Ahmad Zarkasyi,4,2022-10-05 01:32:58,Mantap tolong tingkan lagi kualitas
Muslih Ceria,5,2022-10-05 01:11:44,Sangat membantu sekali
jaelani cinkjay,5,2022-10-04 22:18:31,Sangat membantu
bakti julius,5,2022-10-04 17:18:28,Bintang talking!
IFAN KURNIAWAN,5,2022-10-04 15:37:09,Terimakasih
rini nuryani,2,2022-10-04 14:25:09,Udah sebulan pakai gak jelas apa gunanya sama aja kaya tlpon biasa bawaan hp
Budi Lestio,4,2022-10-04 13:58:44,Ok
Siti Nuri nuraeni,4,2022-10-04 13:48:33,Oh ternyata enak rasanya
Moch ihsan mahmud,5,2022-10-04 12:58:49,Mantap
Dwi Sumadi Putra I Gusti Ngurah,5,2022-10-04 11:09:02,Kita bisa identifikasi penelpon
Marlin Monroe,5,2022-10-04 10:53:40,nice
Riski Riski,5,2022-10-04 09:39:27,Sgt mmbantu
Farriz Farriz,5,2022-10-04 09:04:51,Bagus banget
Ahmad muchsin,4,2022-10-04 08:43:51,"Alhamdulilllah cukup.mmbantu., jadi tahu siapa ajja yg mnlpon"
Andalan Ku,3,2022-10-04 08:36:11,Oke.
Kristian Iyai,5,2022-10-04 07:45:14,Baik
Ayub djuburi,5,2022-10-04 07:28:20,Terimakasih
Dicky Storvanet,4,2022-10-04 06:40:52,Mantap
Bryansatriani,4,2022-10-04 06:35:19,Ok
Yog's RZL,5,2022-10-04 05:27:01,Canggih
Opick Dian,5,2022-10-04 04:58:23,Mantab
Rasto Rasto,5,2022-10-04 04:50:16,Membamtu
Krishna kumar ji Raj krishna kumar ji Raj,5,2022-10-04 04:49:03,krishna bhai
Siti Nurani,5,2022-10-04 04:11:48,Bermanfaat
Noval Sogir,5,2022-10-04 04:10:57,Ok
Marianun M,3,2022-10-04 04:10:25,Ok mantap la...👍👍
mi xiaomi,5,2022-10-04 04:09:12,ok
Deden Ichsan,5,2022-10-04 03:54:26,Bagus
PT. Tebas Maritim Jaya Underwater Services,5,2022-10-04 03:44:54,Bgs
Nanang Efendi,5,2022-10-04 03:12:15,Oke
Benny Benny,5,2022-10-04 02:40:32,Apliikasi sangat brguna
Irawan Dikdik,5,2022-10-04 02:02:06,Mudah digunakan
Wen kalem chennel,5,2022-10-04 02:00:38,Apk bagus dan sangat membantu
saipul bahri,5,2022-10-04 01:38:36,"Good, beautiful 😊"
Antho Nurr,5,2022-10-03 20:38:12,Bgus bnget
Yusuf Hanifah,5,2022-10-03 14:09:36,Mantap..bermanfaat banget
Eko Wahyudianto,5,2022-10-03 13:39:58,Mantap
Tadzkia Darees,5,2022-10-03 12:58:43,Sangat membantu untuk mengetahui penelpon asing
free jkb,5,2022-10-03 12:56:09,pinjol emang bjingannnnnnn tlong blokir smua pinjol dan china2 dan antek2nya
STORY RUDI,5,2022-10-03 12:28:57,Goodjob
Bambang Yogyakarta,5,2022-10-03 12:15:20,"Terima kasih truecaller, kamu sdh membantuku terbebas dari panggilan gelap . . . Kukasih bintang lima untuk kamu . . ."
widiasari agustini,4,2022-10-03 11:10:39,Sangat membantu saat telepon anonim muncul..
RCC Logistic,5,2022-10-03 10:17:11,The best
Burhan Udin,5,2022-10-03 09:57:19,MantuLLLLL
yunita febryanti,5,2022-10-03 09:05:53,sangat bermanfaat terima kasih
XxXProfil07,4,2022-10-03 08:56:39,Mantap
Iran Dwisanjaya,5,2022-10-03 07:44:59,Mantabbbb
Hendra asgar234,5,2022-10-03 06:59:07,Mantap
Sarkim Setiawan (Akimadja),5,2022-10-03 06:12:01,Mantap pokokmen
Slamet Mulyono,5,2022-10-03 05:03:51,Ok
Rikki Heriyanto,5,2022-10-03 04:37:08,Jdi tau
roni soka moto,5,2022-10-03 04:12:17,ok
Rumah Makan Sari Sedep,5,2022-10-03 03:55:48,Baru mau mencoba
Bhadoet Steel,5,2022-10-03 02:46:00,😘😘
Tuko Nugroho,5,2022-10-03 02:14:12,Mantap
Surya Yanto,5,2022-10-03 02:10:08,Sangat membantu dr teror telfon yg ga di kenal
Hernanda Agusti,5,2022-10-03 01:43:08,Sangat mendukung
andi kustandi,5,2022-10-03 01:06:15,"Apk nya bagus, sangat membantu"
Kary Yati,5,2022-10-02 21:08:03,penelpon bisa terlacak identitas
Romio Nz,5,2022-10-02 15:25:47,The is spesial
Watang Lipu Hadjar,5,2022-10-02 14:56:49,optimal pake yg berbayar. murah lagi.👍
Sigit Purwono,5,2022-10-02 14:42:17,Sangat membantu
Azzan Sopian,5,2022-10-02 13:35:57,improve more features
Dudi Rosyadi,5,2022-10-02 13:25:17,Very helping app..
Lome Napitupulu,5,2022-10-02 12:29:08,Good
Siti Rohimah,5,2022-10-02 10:01:41,Ok
Riski Randi,5,2022-10-02 09:44:28,Top
helda Arista,5,2022-10-02 08:58:09,Good
Sefry Yanty,5,2022-10-02 08:46:50,Sukses
Salomo Chaniago,5,2022-10-02 04:06:09,"Really helpfull, thank you"
M jamil Sajah,5,2022-10-02 03:49:12,Bagus
Muhammad Awli,4,2022-10-02 03:20:30,Bisa bermampaat
Tatag AB,5,2022-10-02 03:08:11,Mantap
Nayotama Sf,5,2022-10-02 02:54:13,Cukup bagus
Hendri Khansa,5,2022-10-01 22:36:34,Good job
Usli Harlin,1,2022-10-01 18:12:15,"Hati hati.. kalau sudah minta izin mengakses kontak, pesan, oenyimpanan, telepon, artinya anda sdh di bobol data orivasi anda.."
Bowo Sayid,5,2022-10-01 14:05:40,Tobmarkotob
Sony Adamson,5,2022-10-01 13:08:20,Rancak bana
Dicky Hendrawan,5,2022-10-01 12:03:48,A good cool elegant True just true calling a good from good friend
Yoyok Vanbasten,5,2022-10-01 11:21:28,Aplikasi super sekali
dedi.35 slo,5,2022-10-01 11:05:18,"Aplikasi bagus, bermanfaat..., ,"
Nanto Di,5,2022-10-01 10:44:18,Good application
Inawan Inawan,5,2022-10-01 10:37:27,Mantab
"Kokok PrabudionoTVn/ xbbcn. ,",5,2022-10-01 10:09:38,Mantabb aplikasinya
Ahmad Navis,2,2022-10-01 09:28:16,Sangat baik
Oji Ijo,5,2022-10-01 08:39:40,Masih mencoba..
Andri Yanti,1,2022-10-01 08:09:16,"Jadi Bingung gegara update, Gabisa Lihat Tanda"
Muhamad Rizal anjasmar,5,2022-10-01 07:07:07,Keren
rojak hks,5,2022-10-01 06:50:55,Mantap
andri ians,5,2022-10-01 06:26:45,Bagus
Nugroho Jurniawan,5,2022-10-01 05:34:04,Tingkatkan kualitasmu
Dayat Cul,5,2022-10-01 04:33:49,Oklah
Indarti Widyarini,5,2022-10-01 04:20:33,Sejauh ini sangat terbantu dengan aplikasi truecaller. Thanks so much.
Dj. Putra Watulaga,5,2022-10-01 04:16:21,Ok
Diman,5,2022-10-01 03:51:42,Mantap
Cuyung Hariski,5,2022-10-01 03:38:59,Good job sangat membantu
Wahyu Mahardian,5,2022-10-01 02:43:04,sanga
V&G- interlodE,5,2022-10-01 01:24:13,"Mantap, blokir nomor ngga jelas"
MADI MESUJI MESUJI,5,2022-09-30 23:38:59,Ok
Syafii Hazz,4,2022-09-30 22:32:36,Good
Sherlock Holmes,5,2022-09-30 19:01:32,Inilah alasan mengapa Anda harus download aplikasi ini. Biarkan bintang yang berbicara.
TTP Channel,5,2022-09-30 17:51:56,Mantap.. cukup membantu. Terima kasih
Rani Khasanah,3,2022-09-30 16:08:08,Lumayan jadi tau soal tipuan
Elin kredit gugunungan (Aji),5,2022-09-30 16:01:14,Mantul
pramudhito fajar,5,2022-09-30 14:51:36,Nice
Joko Purwanto,5,2022-09-30 11:44:02,Sangat membantu
Maya Saphira,5,2022-09-30 11:28:05,Aplikasi membantu buat yg telp gak di kenal
Yoi,1,2022-09-30 11:27:26,LOKASI SANGAT TIDAK AKURAT !!!
By_ Syakira,5,2022-09-30 11:14:31,Bagus!!!
hore bas,5,2022-09-30 10:54:50,Good
Deden Topik h,5,2022-09-30 09:32:36,Bgus
Birdha Wahyu,5,2022-09-30 09:27:00,Bagus untuk siapa yg menelfon
juna il,5,2022-09-30 09:19:42,mantap....👍👍👍👍
Nur Din,5,2022-09-30 09:05:43,Mantap
doroti silaban,4,2022-09-30 08:55:59,Sangat membantu
del fion,5,2022-09-30 08:55:33,Bagus
Erwin Fauzi,5,2022-09-30 08:12:50,Mantap
Fendy Setiawan,5,2022-09-30 08:01:45,Aplikasi recommended
mugi santosa,3,2022-09-30 07:56:59,"panggilan melalui whatsapp, sering terblokir"
Akun Pes,5,2022-09-30 07:50:27,Bagus
Wiyanto,5,2022-09-30 06:20:58,Mantap
zuhud production,4,2022-09-30 05:27:34,Kasih 4 dlu
Andre Wicaksono,5,2022-09-30 04:53:36,Membantu Sekali
Arief Maulana,5,2022-09-30 03:28:31,Keren
Fauzan Irawan,5,2022-09-30 03:22:41,Mantap aplikasi penunjang penipuan lewat telpon sangat bagus kinerja nya
THE GEDEEY,5,2022-09-30 03:01:17,Sangat membantu
Alfan Hadi,5,2022-09-30 02:32:43,Luar biasa sangat membantu mengetahui siapa yg nelpon tanpa nama..
Teddy Bp,5,2022-09-30 02:29:15,TKS yaa ...pembuat aplikasii
Eva Harviana,5,2022-09-30 02:23:01,Canggih
mintarto wahyu hidayat,5,2022-09-30 01:24:13,Aplikasi ini sangat bermanfaat dan bagus banget
Noni Megasari,5,2022-09-30 00:14:52,👍👍👍
Bambang Sintang,5,2022-09-29 23:18:21,Mantap
bagus ajib,1,2022-09-29 22:43:42,Aplikasi sampah
Bayyu Toto Anggoro bayyu,5,2022-09-29 18:37:23,👍😀👍👍👍
Ahmadkhaerudin Udin,2,2022-09-29 17:36:28,Lumayan
RAHMAT HIDAYAT,5,2022-09-29 12:35:08,Ok
Rizky Apriyanto,5,2022-09-29 12:35:04,Sangat bagus dan membantu dalam mengidentifikasi nomor2 tlp yg tidak jelas
Wilson Simanjuntak,5,2022-09-29 12:08:08,Mantul..
Zeffry Supriatna,4,2022-09-29 11:54:36,Cukup membantu untuk blokir tlp pengganggu .. Thank's
Daniel Wua,1,2022-09-29 11:18:11,Maaf saya uninstal Krn hanya awal wal pemakaian aja terdeteksi nomor yg tidak dikenal
Erik Prawira,5,2022-09-29 10:32:47,Kereeen
Junaidi Tanjung,5,2022-09-29 10:24:34,Truecaller memang ok
Neng Dian,5,2022-09-29 09:56:30,Good
Frangke Jexx,1,2022-09-29 09:25:32,Apk tolol
Sugeng Riyadi,5,2022-09-29 08:41:51,Mantabs
Ady bamboe,5,2022-09-29 08:24:45,Ok
Defri naldo,5,2022-09-29 07:55:13,Mantap
Arief Gendoet,5,2022-09-29 06:54:09,Sangat membantu sekali
mutiah mutiah,5,2022-09-29 06:50:16,Langsung tau siapa yg telpn
Fatwa Gustiara,5,2022-09-29 06:32:39,Siip
Riyan Shaleh,5,2022-09-29 05:38:54,👍
Yanti Karyana,5,2022-09-29 04:58:37,Bagus dan sangat membantu
ahmad rozik,5,2022-09-29 04:52:00,Sangat bergunan
Fahmi Maulana Yusuf,5,2022-09-29 04:14:29,Mantab
budi mulyanto,5,2022-09-29 03:57:18,Sangat bermanfaat dan bagus di gunakan
Budi Triyanto,5,2022-09-29 03:23:00,Aplikasi yg bagus
Ari Gusmara,5,2022-09-29 03:18:32,Puas
Loe Nard,5,2022-09-29 02:32:29,Lebih seronok berhubung rekan rekan
Mahyanto Borni,5,2022-09-29 02:28:44,Terbaik
Gunk Jeff,5,2022-09-29 02:22:16,Great job for truecaller..!!!
IN'AM NAJIB,5,2022-09-29 02:17:51,Sangat membantu paling tidak kita tahu siapa yang menelpon...
wiwin ucrit,5,2022-09-29 02:12:41,Terimakasih applikasi recomendeddd
Guntur Ariyarsa,4,2022-09-29 01:37:14,Kasih bintang 4 dulu ya
Mama Putri,5,2022-09-29 01:15:42,Mantaf bangat
Leonardo Sihombing,4,2022-09-29 01:09:49,Aplikasi yang sangat membantu kita mengenali si penelepon
Ruland Supit,5,2022-09-29 01:02:17,Sangat Membantu sekali 👍👍👍
supardi hasyim,5,2022-09-28 15:34:44,bagus
Islahul Umam,5,2022-09-28 13:19:59,Mendekati akurat
Hamid Priyanto,5,2022-09-28 12:36:36,Siip
Nur Latifah,2,2022-09-28 12:24:58,Ok
